track_id,sample_id,instrument,genre,vggish_filename,openl3_filename
0962,3,gel,pop_roc,irmas-vggish/150__[gel][dru][pop_roc]0962__3.json,irmas-openl3/150__[gel][dru][pop_roc]0962__3.npz
0962,3,dru,pop_roc,irmas-vggish/150__[gel][dru][pop_roc]0962__3.json,irmas-openl3/150__[gel][dru][pop_roc]0962__3.npz
0534,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0534__1.json,irmas-openl3/[gac][pop_roc]0534__1.npz
1244,1,org,pop_roc,irmas-vggish/[org][pop_roc]1244__1.json,irmas-openl3/[org][pop_roc]1244__1.npz
1402,3,pia,cla,irmas-vggish/131__[pia][nod][cla]1402__3.json,irmas-openl3/131__[pia][nod][cla]1402__3.npz
1402,3,nod,cla,irmas-vggish/131__[pia][nod][cla]1402__3.json,irmas-openl3/131__[pia][nod][cla]1402__3.npz
2175,2,vio,cla,irmas-vggish/103__[vio][nod][cla]2175__2.json,irmas-openl3/103__[vio][nod][cla]2175__2.npz
2175,2,nod,cla,irmas-vggish/103__[vio][nod][cla]2175__2.json,irmas-openl3/103__[vio][nod][cla]2175__2.npz
0376,2,flu,cla,irmas-vggish/[flu][cla]0376__2.json,irmas-openl3/[flu][cla]0376__2.npz
0642,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0642__1.json,irmas-openl3/[gac][pop_roc]0642__1.npz
1945,2,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1945__2.json,irmas-openl3/[tru][jaz_blu]1945__2.npz
0775,3,flu,jaz_blu,irmas-vggish/058__[flu][nod][jaz_blu]0775__3.json,irmas-openl3/058__[flu][nod][jaz_blu]0775__3.npz
0775,3,nod,jaz_blu,irmas-vggish/058__[flu][nod][jaz_blu]0775__3.json,irmas-openl3/058__[flu][nod][jaz_blu]0775__3.npz
1132,1,org,pop_roc,irmas-vggish/[org][pop_roc]1132__1.json,irmas-openl3/[org][pop_roc]1132__1.npz
0366,2,flu,cla,irmas-vggish/[flu][cla]0366__2.json,irmas-openl3/[flu][cla]0366__2.npz
0293,2,cla,pop_roc,irmas-vggish/[cla][pop_roc]0293__2.json,irmas-openl3/[cla][pop_roc]0293__2.npz
1433,3,pia,jaz_blu,irmas-vggish/160__[pia][nod][jaz_blu]1433__3.json,irmas-openl3/160__[pia][nod][jaz_blu]1433__3.npz
1433,3,nod,jaz_blu,irmas-vggish/160__[pia][nod][jaz_blu]1433__3.json,irmas-openl3/160__[pia][nod][jaz_blu]1433__3.npz
0989,1,gel,cla,irmas-vggish/[gel][cla]0989__1.json,irmas-openl3/[gel][cla]0989__1.npz
0652,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0652__1.json,irmas-openl3/[gac][pop_roc]0652__1.npz
1929,2,tru,cla,irmas-vggish/[tru][cla]1929__2.json,irmas-openl3/[tru][cla]1929__2.npz
1085,3,org,pop_roc,irmas-vggish/[org][pop_roc]1085__3.json,irmas-openl3/[org][pop_roc]1085__3.npz
0259,1,cla,cla,irmas-vggish/[cla][cla]0259__1.json,irmas-openl3/[cla][cla]0259__1.npz
2294,1,voi,pop_roc,irmas-vggish/011__[voi][dru][pop_roc]2294__1.json,irmas-openl3/011__[voi][dru][pop_roc]2294__1.npz
2294,1,dru,pop_roc,irmas-vggish/011__[voi][dru][pop_roc]2294__1.json,irmas-openl3/011__[voi][dru][pop_roc]2294__1.npz
0586,3,gac,cla,irmas-vggish/[gac][cla]0586__3.json,irmas-openl3/[gac][cla]0586__3.npz
2333,2,voi,pop_roc,irmas-vggish/[voi][pop_roc]2333__2.json,irmas-openl3/[voi][pop_roc]2333__2.npz
0785,2,gel,jaz_blu,irmas-vggish/036__[gel][dru][jaz_blu]0785__2.json,irmas-openl3/036__[gel][dru][jaz_blu]0785__2.npz
0785,2,dru,jaz_blu,irmas-vggish/036__[gel][dru][jaz_blu]0785__2.json,irmas-openl3/036__[gel][dru][jaz_blu]0785__2.npz
1039,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1039__2.json,irmas-openl3/[org][jaz_blu]1039__2.npz
1939,2,tru,cla,irmas-vggish/[tru][cla]1939__2.json,irmas-openl3/[tru][cla]1939__2.npz
1095,3,org,pop_roc,irmas-vggish/[org][pop_roc]1095__3.json,irmas-openl3/[org][pop_roc]1095__3.npz
0596,3,gac,cla,irmas-vggish/[gac][cla]0596__3.json,irmas-openl3/[gac][cla]0596__3.npz
0774,2,gac,cou_fol,irmas-vggish/068__[gac][nod][cou_fol]0774__2.json,irmas-openl3/068__[gac][nod][cou_fol]0774__2.npz
0774,2,nod,cou_fol,irmas-vggish/068__[gac][nod][cou_fol]0774__2.json,irmas-openl3/068__[gac][nod][cou_fol]0774__2.npz
2395,2,voi,cou_fol,irmas-vggish/031__[voi][dru][cou_fol]2395__2.json,irmas-openl3/031__[voi][dru][cou_fol]2395__2.npz
2395,2,dru,cou_fol,irmas-vggish/031__[voi][dru][cou_fol]2395__2.json,irmas-openl3/031__[voi][dru][cou_fol]2395__2.npz
1950,3,tru,pop_roc,irmas-vggish/[tru][pop_roc]1950__3.json,irmas-openl3/[tru][pop_roc]1950__3.npz
1884,2,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]1884__2.json,irmas-openl3/[tru][jaz_blu]1884__2.npz
2450,2,voi,cou_fol,irmas-vggish/236__[voi][nod][cou_fol]2450__2.json,irmas-openl3/236__[voi][nod][cou_fol]2450__2.npz
2450,2,nod,cou_fol,irmas-vggish/236__[voi][nod][cou_fol]2450__2.json,irmas-openl3/236__[voi][nod][cou_fol]2450__2.npz
0615,2,gac,cla,irmas-vggish/[gac][cla]0615__2.json,irmas-openl3/[gac][cla]0615__2.npz
1019,2,gel,pop_roc,irmas-vggish/[gel][pop_roc]1019__2.json,irmas-openl3/[gel][pop_roc]1019__2.npz
2252,2,vio,pop_roc,irmas-vggish/[vio][pop_roc]2252__2.json,irmas-openl3/[vio][pop_roc]2252__2.npz
2278,1,vio,cla,irmas-vggish/[vio][cla]2278__1.json,irmas-openl3/[vio][cla]2278__1.npz
0286,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0286__3.json,irmas-openl3/[cla][jaz_blu]0286__3.npz
1371,2,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1371__2.json,irmas-openl3/[pia][jaz_blu]1371__2.npz
2210,3,vio,cla,irmas-vggish/110__[vio][nod][cla]2210__3.json,irmas-openl3/110__[vio][nod][cla]2210__3.npz
2210,3,nod,cla,irmas-vggish/110__[vio][nod][cla]2210__3.json,irmas-openl3/110__[vio][nod][cla]2210__3.npz
1090,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1090__2.json,irmas-openl3/[org][jaz_blu]1090__2.npz
2025,3,tru,jaz_blu,irmas-vggish/[tru][jaz_blu]2025__3.json,irmas-openl3/[tru][jaz_blu]2025__3.npz
1144,3,org,pop_roc,irmas-vggish/[org][pop_roc]1144__3.json,irmas-openl3/[org][pop_roc]1144__3.npz
0790,1,gel,jaz_blu,irmas-vggish/213__[gel][nod][jaz_blu]0790__1.json,irmas-openl3/213__[gel][nod][jaz_blu]0790__1.npz
0790,1,nod,jaz_blu,irmas-vggish/213__[gel][nod][jaz_blu]0790__1.json,irmas-openl3/213__[gel][nod][jaz_blu]0790__1.npz
1302,1,pia,pop_roc,irmas-vggish/[pia][pop_roc]1302__1.json,irmas-openl3/[pia][pop_roc]1302__1.npz
1534,2,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1534__2.json,irmas-openl3/[pia][jaz_blu]1534__2.npz
0065,2,cel,pop_roc,irmas-vggish/[cel][pop_roc]0065__2.json,irmas-openl3/[cel][pop_roc]0065__2.npz
0321,1,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0321__1.json,irmas-openl3/[cla][jaz_blu]0321__1.npz
0778,2,gel,jaz_blu,irmas-vggish/097__[gel][dru][jaz_blu]0778__2.json,irmas-openl3/097__[gel][dru][jaz_blu]0778__2.npz
0778,2,dru,jaz_blu,irmas-vggish/097__[gel][dru][jaz_blu]0778__2.json,irmas-openl3/097__[gel][dru][jaz_blu]0778__2.npz
0741,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]0741__3.json,irmas-openl3/[gel][pop_roc]0741__3.npz
1379,2,pia,cla,irmas-vggish/178__[pia][nod][cla]1379__2.json,irmas-openl3/178__[pia][nod][cla]1379__2.npz
1379,2,nod,cla,irmas-vggish/178__[pia][nod][cla]1379__2.json,irmas-openl3/178__[pia][nod][cla]1379__2.npz
0953,2,gel,pop_roc,irmas-vggish/211__[gel][dru][pop_roc]0953__2.json,irmas-openl3/211__[gel][dru][pop_roc]0953__2.npz
0953,2,dru,pop_roc,irmas-vggish/211__[gel][dru][pop_roc]0953__2.json,irmas-openl3/211__[gel][dru][pop_roc]0953__2.npz
2231,1,vio,jaz_blu,irmas-vggish/[vio][jaz_blu]2231__1.json,irmas-openl3/[vio][jaz_blu]2231__1.npz
2292,3,voi,pop_roc,irmas-vggish/135__[voi][dru][pop_roc]2292__3.json,irmas-openl3/135__[voi][dru][pop_roc]2292__3.npz
2292,3,dru,pop_roc,irmas-vggish/135__[voi][dru][pop_roc]2292__3.json,irmas-openl3/135__[voi][dru][pop_roc]2292__3.npz
0420,2,flu,pop_roc,irmas-vggish/093__[flu][dru][pop_roc]0420__2.json,irmas-openl3/093__[flu][dru][pop_roc]0420__2.npz
0420,2,dru,pop_roc,irmas-vggish/093__[flu][dru][pop_roc]0420__2.json,irmas-openl3/093__[flu][dru][pop_roc]0420__2.npz
0234,3,cla,cla,irmas-vggish/145__[cla][nod][cla]0234__3.json,irmas-openl3/145__[cla][nod][cla]0234__3.npz
0234,3,nod,cla,irmas-vggish/145__[cla][nod][cla]0234__3.json,irmas-openl3/145__[cla][nod][cla]0234__3.npz
2422,3,voi,cou_fol,irmas-vggish/209__[voi][nod][cou_fol]2422__3.json,irmas-openl3/209__[voi][nod][cou_fol]2422__3.npz
2422,3,nod,cou_fol,irmas-vggish/209__[voi][nod][cou_fol]2422__3.json,irmas-openl3/209__[voi][nod][cou_fol]2422__3.npz
0500,2,flu,jaz_blu,irmas-vggish/[flu][jaz_blu]0500__2.json,irmas-openl3/[flu][jaz_blu]0500__2.npz
1524,2,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1524__2.json,irmas-openl3/[pia][jaz_blu]1524__2.npz
2005,2,tru,cla,irmas-vggish/[tru][cla]2005__2.json,irmas-openl3/[tru][cla]2005__2.npz
2176,2,vio,cla,irmas-vggish/122__[vio][nod][cla]2176__2.json,irmas-openl3/122__[vio][nod][cla]2176__2.npz
2176,2,nod,cla,irmas-vggish/122__[vio][nod][cla]2176__2.json,irmas-openl3/122__[vio][nod][cla]2176__2.npz
1913,1,tru,cla,irmas-vggish/[tru][cla]1913__1.json,irmas-openl3/[tru][cla]1913__1.npz
0864,2,gel,pop_roc,irmas-vggish/152__[gel][dru][pop_roc]0864__2.json,irmas-openl3/152__[gel][dru][pop_roc]0864__2.npz
0864,2,dru,pop_roc,irmas-vggish/152__[gel][dru][pop_roc]0864__2.json,irmas-openl3/152__[gel][dru][pop_roc]0864__2.npz
1222,3,org,pop_roc,irmas-vggish/[org][pop_roc]1222__3.json,irmas-openl3/[org][pop_roc]1222__3.npz
1668,2,sax,cla,irmas-vggish/224__[sax][nod][cla]1668__2.json,irmas-openl3/224__[sax][nod][cla]1668__2.npz
1668,2,nod,cla,irmas-vggish/224__[sax][nod][cla]1668__2.json,irmas-openl3/224__[sax][nod][cla]1668__2.npz
0263,2,cla,cla,irmas-vggish/[cla][cla]0263__2.json,irmas-openl3/[cla][cla]0263__2.npz
0383,3,flu,cla,irmas-vggish/[flu][cla]0383__3.json,irmas-openl3/[flu][cla]0383__3.npz
0659,3,gac,cla,irmas-vggish/[gac][cla]0659__3.json,irmas-openl3/[gac][cla]0659__3.npz
1903,1,tru,cla,irmas-vggish/[tru][cla]1903__1.json,irmas-openl3/[tru][cla]1903__1.npz
2015,2,tru,cla,irmas-vggish/[tru][cla]2015__2.json,irmas-openl3/[tru][cla]2015__2.npz
1663,1,sax,cla,irmas-vggish/134__[sax][nod][cla]1663__1.json,irmas-openl3/134__[sax][nod][cla]1663__1.npz
1663,1,nod,cla,irmas-vggish/134__[sax][nod][cla]1663__1.json,irmas-openl3/134__[sax][nod][cla]1663__1.npz
0905,3,gel,jaz_blu,irmas-vggish/[gel][jaz_blu]0905__3.json,irmas-openl3/[gel][jaz_blu]0905__3.npz
0196,1,cla,cla,irmas-vggish/[cla][cla]0196__1.json,irmas-openl3/[cla][cla]0196__1.npz
2317,3,voi,pop_roc,irmas-vggish/050__[voi][dru][pop_roc]2317__3.json,irmas-openl3/050__[voi][dru][pop_roc]2317__3.npz
2317,3,dru,pop_roc,irmas-vggish/050__[voi][dru][pop_roc]2317__3.json,irmas-openl3/050__[voi][dru][pop_roc]2317__3.npz
1694,2,sax,cla,irmas-vggish/011__[sax][nod][cla]1694__2.json,irmas-openl3/011__[sax][nod][cla]1694__2.npz
1694,2,nod,cla,irmas-vggish/011__[sax][nod][cla]1694__2.json,irmas-openl3/011__[sax][nod][cla]1694__2.npz
2323,3,voi,pop_roc,irmas-vggish/193__[voi][dru][pop_roc]2323__3.json,irmas-openl3/193__[voi][dru][pop_roc]2323__3.npz
2323,3,dru,pop_roc,irmas-vggish/193__[voi][dru][pop_roc]2323__3.json,irmas-openl3/193__[voi][dru][pop_roc]2323__3.npz
0393,3,flu,cla,irmas-vggish/[flu][cla]0393__3.json,irmas-openl3/[flu][cla]0393__3.npz
0488,2,flu,pop_roc,irmas-vggish/[flu][pop_roc]0488__2.json,irmas-openl3/[flu][pop_roc]0488__2.npz
0700,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0700__2.json,irmas-openl3/[gac][pop_roc]0700__2.npz
0085,2,cel,jaz_blu,irmas-vggish/[cel][jaz_blu]0085__2.json,irmas-openl3/[cel][jaz_blu]0085__2.npz
0678,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0678__2.json,irmas-openl3/[gac][pop_roc]0678__2.npz
0670,2,gac,cou_fol,irmas-vggish/082__[gac][nod][cou_fol]0670__2.json,irmas-openl3/082__[gac][nod][cou_fol]0670__2.npz
0670,2,nod,cou_fol,irmas-vggish/082__[gac][nod][cou_fol]0670__2.json,irmas-openl3/082__[gac][nod][cou_fol]0670__2.npz
1564,1,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1564__1.json,irmas-openl3/[sax][jaz_blu]1564__1.npz
0159,3,cla,cla,irmas-vggish/[cla][cla]0159__3.json,irmas-openl3/[cla][cla]0159__3.npz
0563,2,gac,cla,irmas-vggish/[gac][cla]0563__2.json,irmas-openl3/[gac][cla]0563__2.npz
1795,1,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1795__1.json,irmas-openl3/[sax][jaz_blu]1795__1.npz
0968,2,gel,pop_roc,irmas-vggish/116__[gel][dru][pop_roc]0968__2.json,irmas-openl3/116__[gel][dru][pop_roc]0968__2.npz
0968,2,dru,pop_roc,irmas-vggish/116__[gel][dru][pop_roc]0968__2.json,irmas-openl3/116__[gel][dru][pop_roc]0968__2.npz
0614,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0614__1.json,irmas-openl3/[gac][pop_roc]0614__1.npz
0279,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0279__3.json,irmas-openl3/[cla][jaz_blu]0279__3.npz
2530,2,voi,pop_roc,irmas-vggish/[voi][pop_roc]2530__2.json,irmas-openl3/[voi][pop_roc]2530__2.npz
0119,1,cel,cla,irmas-vggish/[cel][cla]0119__1.json,irmas-openl3/[cel][cla]0119__1.npz
0937,3,gel,pop_roc,irmas-vggish/204__[gel][dru][pop_roc]0937__3.json,irmas-openl3/204__[gel][dru][pop_roc]0937__3.npz
0937,3,dru,pop_roc,irmas-vggish/204__[gel][dru][pop_roc]0937__3.json,irmas-openl3/204__[gel][dru][pop_roc]0937__3.npz
0311,3,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0311__3.json,irmas-openl3/[cla][jaz_blu]0311__3.npz
1785,1,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1785__1.json,irmas-openl3/[sax][jaz_blu]1785__1.npz
0071,1,cel,cla,irmas-vggish/[cel][cla]0071__1.json,irmas-openl3/[cel][cla]0071__1.npz
1332,3,pia,pop_roc,irmas-vggish/[pia][pop_roc]1332__3.json,irmas-openl3/[pia][pop_roc]1332__3.npz
0872,3,gel,pop_roc,irmas-vggish/[gel][pop_roc]0872__3.json,irmas-openl3/[gel][pop_roc]0872__3.npz
2520,2,voi,pop_roc,irmas-vggish/[voi][pop_roc]2520__2.json,irmas-openl3/[voi][pop_roc]2520__2.npz
0109,1,cel,cla,irmas-vggish/[cel][cla]0109__1.json,irmas-openl3/[cel][cla]0109__1.npz
0604,1,gac,pop_roc,irmas-vggish/[gac][pop_roc]0604__1.json,irmas-openl3/[gac][pop_roc]0604__1.npz
0153,2,cla,jaz_blu,irmas-vggish/[cla][jaz_blu]0153__2.json,irmas-openl3/[cla][jaz_blu]0153__2.npz
0795,3,gel,jaz_blu,irmas-vggish/188__[gel][nod][jaz_blu]0795__3.json,irmas-openl3/188__[gel][nod][jaz_blu]0795__3.npz
0795,3,nod,jaz_blu,irmas-vggish/188__[gel][nod][jaz_blu]0795__3.json,irmas-openl3/188__[gel][nod][jaz_blu]0795__3.npz
1295,1,pia,pop_roc,irmas-vggish/[pia][pop_roc]1295__1.json,irmas-openl3/[pia][pop_roc]1295__1.npz
1970,1,tru,pop_roc,irmas-vggish/[tru][pop_roc]1970__1.json,irmas-openl3/[tru][pop_roc]1970__1.npz
1107,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1107__2.json,irmas-openl3/[org][jaz_blu]1107__2.npz
2066,2,tru,pop_roc,irmas-vggish/[tru][pop_roc]2066__2.json,irmas-openl3/[tru][pop_roc]2066__2.npz
0793,3,gel,jaz_blu,irmas-vggish/189__[gel][dru][jaz_blu]0793__3.json,irmas-openl3/189__[gel][dru][jaz_blu]0793__3.npz
0793,3,dru,jaz_blu,irmas-vggish/189__[gel][dru][jaz_blu]0793__3.json,irmas-openl3/189__[gel][dru][jaz_blu]0793__3.npz
2258,3,vio,cla,irmas-vggish/[vio][cla]2258__3.json,irmas-openl3/[vio][cla]2258__3.npz
2397,3,voi,cou_fol,irmas-vggish/132__[voi][dru][cou_fol]2397__3.json,irmas-openl3/132__[voi][dru][cou_fol]2397__3.npz
2397,3,dru,cou_fol,irmas-vggish/132__[voi][dru][cou_fol]2397__3.json,irmas-openl3/132__[voi][dru][cou_fol]2397__3.npz
0404,1,flu,jaz_blu,irmas-vggish/[flu][jaz_blu]0404__1.json,irmas-openl3/[flu][jaz_blu]0404__1.npz
1261,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1261__2.json,irmas-openl3/[org][jaz_blu]1261__2.npz
2449,3,voi,cou_fol,irmas-vggish/018__[voi][dru][cou_fol]2449__3.json,irmas-openl3/018__[voi][dru][cou_fol]2449__3.npz
2449,3,dru,cou_fol,irmas-vggish/018__[voi][dru][cou_fol]2449__3.json,irmas-openl3/018__[voi][dru][cou_fol]2449__3.npz
0299,3,cla,pop_roc,irmas-vggish/[cla][pop_roc]0299__3.json,irmas-openl3/[cla][pop_roc]0299__3.npz
1184,1,org,jaz_blu,irmas-vggish/[org][jaz_blu]1184__1.json,irmas-openl3/[org][jaz_blu]1184__1.npz
1987,2,tru,jaz_blu,irmas-vggish/205__[tru][---][jaz_blu]1987__2.json,irmas-openl3/205__[tru][---][jaz_blu]1987__2.npz
0245,3,cla,cla,irmas-vggish/072__[cla][nod][cla]0245__3.json,irmas-openl3/072__[cla][nod][cla]0245__3.npz
0245,3,nod,cla,irmas-vggish/072__[cla][nod][cla]0245__3.json,irmas-openl3/072__[cla][nod][cla]0245__3.npz
0289,3,cla,pop_roc,irmas-vggish/[cla][pop_roc]0289__3.json,irmas-openl3/[cla][pop_roc]0289__3.npz
1194,1,org,jaz_blu,irmas-vggish/[org][jaz_blu]1194__1.json,irmas-openl3/[org][jaz_blu]1194__1.npz
1006,2,gel,jaz_blu,irmas-vggish/[gel][jaz_blu]1006__2.json,irmas-openl3/[gel][jaz_blu]1006__2.npz
1894,1,tru,cla,irmas-vggish/[tru][cla]1894__1.json,irmas-openl3/[tru][cla]1894__1.npz
1271,2,org,jaz_blu,irmas-vggish/[org][jaz_blu]1271__2.json,irmas-openl3/[org][jaz_blu]1271__2.npz
0467,2,flu,pop_roc,irmas-vggish/[flu][pop_roc]0467__2.json,irmas-openl3/[flu][pop_roc]0467__2.npz
0256,1,cla,pop_roc,irmas-vggish/[cla][pop_roc]0256__1.json,irmas-openl3/[cla][pop_roc]0256__1.npz
0441,3,flu,cla,irmas-vggish/[flu][cla]0441__3.json,irmas-openl3/[flu][cla]0441__3.npz
1443,2,pia,pop_roc,irmas-vggish/[pia][pop_roc]1443__2.json,irmas-openl3/[pia][pop_roc]1443__2.npz
0697,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0697__2.json,irmas-openl3/[gac][pop_roc]0697__2.npz
1679,3,sax,cla,irmas-vggish/082__[sax][nod][cla]1679__3.json,irmas-openl3/082__[sax][nod][cla]1679__3.npz
1679,3,nod,cla,irmas-vggish/082__[sax][nod][cla]1679__3.json,irmas-openl3/082__[sax][nod][cla]1679__3.npz
1716,1,sax,jaz_blu,irmas-vggish/053__[sax][nod][jaz_blu]1716__1.json,irmas-openl3/053__[sax][nod][jaz_blu]1716__1.npz
1716,1,nod,jaz_blu,irmas-vggish/053__[sax][nod][jaz_blu]1716__1.json,irmas-openl3/053__[sax][nod][jaz_blu]1716__1.npz
2339,3,voi,pop_roc,irmas-vggish/[voi][pop_roc]2339__3.json,irmas-openl3/[voi][pop_roc]2339__3.npz
0477,2,flu,pop_roc,irmas-vggish/[flu][pop_roc]0477__2.json,irmas-openl3/[flu][pop_roc]0477__2.npz
1367,2,pia,cla,irmas-vggish/[pia][cla]1367__2.json,irmas-openl3/[pia][cla]1367__2.npz
2214,2,vio,cla,irmas-vggish/[vio][cla]2214__2.json,irmas-openl3/[vio][cla]2214__2.npz
0799,2,gel,jaz_blu,irmas-vggish/191__[gel][dru][jaz_blu]0799__2.json,irmas-openl3/191__[gel][dru][jaz_blu]0799__2.npz
0799,2,dru,jaz_blu,irmas-vggish/191__[gel][dru][jaz_blu]0799__2.json,irmas-openl3/191__[gel][dru][jaz_blu]0799__2.npz
0687,2,gac,pop_roc,irmas-vggish/[gac][pop_roc]0687__2.json,irmas-openl3/[gac][pop_roc]0687__2.npz
1923,3,tru,cla,irmas-vggish/[tru][cla]1923__3.json,irmas-openl3/[tru][cla]1923__3.npz
0035,3,cel,cla,irmas-vggish/082__[cel][nod][cla]0035__3.json,irmas-openl3/082__[cel][nod][cla]0035__3.npz
0035,3,nod,cla,irmas-vggish/082__[cel][nod][cla]0035__3.json,irmas-openl3/082__[cel][nod][cla]0035__3.npz
1045,1,org,jaz_blu,irmas-vggish/[org][jaz_blu]1045__1.json,irmas-openl3/[org][jaz_blu]1045__1.npz
0897,2,gel,pop_roc,irmas-vggish/[gel][pop_roc]0897__2.json,irmas-openl3/[gel][pop_roc]0897__2.npz
1421,1,pia,cou_fol,irmas-vggish/182__[pia][dru][cou_fol]1421__1.json,irmas-openl3/182__[pia][dru][cou_fol]1421__1.npz
1421,1,dru,cou_fol,irmas-vggish/182__[pia][dru][cou_fol]1421__1.json,irmas-openl3/182__[pia][dru][cou_fol]1421__1.npz
0836,2,gel,pop_roc,irmas-vggish/154__[gel][dru][pop_roc]0836__2.json,irmas-openl3/154__[gel][dru][pop_roc]0836__2.npz
0836,2,dru,pop_roc,irmas-vggish/154__[gel][dru][pop_roc]0836__2.json,irmas-openl3/154__[gel][dru][pop_roc]0836__2.npz
0437,1,flu,cla,irmas-vggish/[flu][cla]0437__1.json,irmas-openl3/[flu][cla]0437__1.npz
0232,2,cla,cla,irmas-vggish/144__[cla][nod][cla]0232__2.json,irmas-openl3/144__[cla][nod][cla]0232__2.npz
0232,2,nod,cla,irmas-vggish/144__[cla][nod][cla]0232__2.json,irmas-openl3/144__[cla][nod][cla]0232__2.npz
2419,2,voi,cou_fol,irmas-vggish/190__[voi][dru][cou_fol]2419__2.json,irmas-openl3/190__[voi][dru][cou_fol]2419__2.npz
2419,2,dru,cou_fol,irmas-vggish/190__[voi][dru][cou_fol]2419__2.json,irmas-openl3/190__[voi][dru][cou_fol]2419__2.npz
1264,3,org,pop_roc,irmas-vggish/[org][pop_roc]1264__3.json,irmas-openl3/[org][pop_roc]1264__3.npz
1489,1,pia,jaz_blu,irmas-vggish/[pia][jaz_blu]1489__1.json,irmas-openl3/[pia][jaz_blu]1489__1.npz
0887,2,gel,pop_roc,irmas-vggish/[gel][pop_roc]0887__2.json,irmas-openl3/[gel][pop_roc]0887__2.npz
1619,2,sax,cla,irmas-vggish/[sax][cla]1619__2.json,irmas-openl3/[sax][cla]1619__2.npz
0216,3,cla,cla,irmas-vggish/060__[cla][nod][cla]0216__3.json,irmas-openl3/060__[cla][nod][cla]0216__3.npz
0216,3,nod,cla,irmas-vggish/060__[cla][nod][cla]0216__3.json,irmas-openl3/060__[cla][nod][cla]0216__3.npz
2196,2,vio,cou_fol,irmas-vggish/178__[vio][nod][cou_fol]2196__2.json,irmas-openl3/178__[vio][nod][cou_fol]2196__2.npz
2196,2,nod,cou_fol,irmas-vggish/178__[vio][nod][cou_fol]2196__2.json,irmas-openl3/178__[vio][nod][cou_fol]2196__2.npz
0427,1,flu,cla,irmas-vggish/[flu][cla]0427__1.json,irmas-openl3/[flu][cla]0427__1.npz
2248,3,vio,pop_roc,irmas-vggish/[vio][pop_roc]2248__3.json,irmas-openl3/[vio][pop_roc]2248__3.npz
0123,2,cel,cla,irmas-vggish/[cel][cla]0123__2.json,irmas-openl3/[cel][cla]0123__2.npz
0462,3,flu,jaz_blu,irmas-vggish/[flu][jaz_blu]0462__3.json,irmas-openl3/[flu][jaz_blu]0462__3.npz
1440,2,pia,pop_roc,irmas-vggish/152__[pia][dru][pop_roc]1440__2.json,irmas-openl3/152__[pia][dru][pop_roc]1440__2.npz
1440,2,dru,pop_roc,irmas-vggish/152__[pia][dru][pop_roc]1440__2.json,irmas-openl3/152__[pia][dru][pop_roc]1440__2.npz
0380,1,flu,jaz_blu,irmas-vggish/[flu][jaz_blu]0380__1.json,irmas-openl3/[flu][jaz_blu]0380__1.npz
0984,1,gel,pop_roc,irmas-vggish/254__[gel][dru][pop_roc]0984__1.json,irmas-openl3/254__[gel][dru][pop_roc]0984__1.npz
0984,1,dru,pop_roc,irmas-vggish/254__[gel][dru][pop_roc]0984__1.json,irmas-openl3/254__[gel][dru][pop_roc]0984__1.npz
0399,2,flu,cla,irmas-vggish/[flu][cla]0399__2.json,irmas-openl3/[flu][cla]0399__2.npz
0930,3,gel,pop_roc,irmas-vggish/028__[gel][dru][pop_roc]0930__3.json,irmas-openl3/028__[gel][dru][pop_roc]0930__3.npz
0930,3,dru,pop_roc,irmas-vggish/028__[gel][dru][pop_roc]0930__3.json,irmas-openl3/028__[gel][dru][pop_roc]0930__3.npz
0409,2,flu,cou_fol,irmas-vggish/040__[flu][nod][cou_fol]0409__2.json,irmas-openl3/040__[flu][nod][cou_fol]0409__2.npz
0409,2,nod,cou_fol,irmas-vggish/040__[flu][nod][cou_fol]0409__2.json,irmas-openl3/040__[flu][nod][cou_fol]0409__2.npz
1654,1,sax,jaz_blu,irmas-vggish/[sax][jaz_blu]1654__1.json,irmas-openl3/[sax][jaz_blu]1654__1.npz
1238,2,org,pop_roc,irmas-vggish/[org][pop_roc]1238__2.json,irmas-openl3/[org][pop_roc]1238__2.npz
